run_id,case_id,rank,chunk_id,relevance,reviewer_a,reviewer_b,reviewer_a_label,reviewer_b_label,rationale,label_method,suggested_relevance,document_name,page_number,section_title,score,text
small-local-384,idf_en_undiagnosed,1,IDF_Diabetes_Atlas_11th_Edition_2025_WEB_p56_c146,not_relevant,,,unjudged,unjudged,deterministic certified source/page/section/anchor match,certified_anchor_oracle,not_relevant,IDF_Diabetes_Atlas_11th_Edition_2025_WEB.pdf,56,3.3 Undiagnosed diabetes,0.8397,"Globally, more than four in ten adults with diabetes
in 2024 were unaware that they have the condition.
This translates to 252 million people living with
undiagnosed – and therefore untreated – diabetes,
placing them at increased risk of complications and
premature death. Thus, there is a clear need to scale
up screening programmes and high-quality, person-
centred health services, especially in low- and middle-
income countries, where over 85% of people with
undiagnosed diabetes live. Table 3.10 Adults (20–79 years) with undiagnosed diabetes in IDF Regions in 2024, sorted by
proportion undiagnosed from highest to lowest. IDF: International Diabetes Federation; AFR: Africa; EUR: Europe; MENA: Middle East and North Africa; NAC: North America and Caribbean; SACA:
South and Central America; SEA: South-East Asia; WP: Western Pacific IDF Diabetes Atlas 11th Edition - 2025 | diabetesatlas.org | 51"
small-local-384,idf_en_undiagnosed,2,IDF_Diabetes_Atlas_11th_Edition_2025_WEB_p55_c141,not_relevant,,,unjudged,unjudged,deterministic certified source/page/section/anchor match,certified_anchor_oracle,not_relevant,IDF_Diabetes_Atlas_11th_Edition_2025_WEB.pdf,55,3.2 Diabetes prevalence in older adults in 2024 and projection to 2050,0.7849,"Across low-income, middle-income, and high-income
countries, 58.7%, 45.5%, and 28.9% of adults living
with diabetes are undiagnosed (Table 3.9). Globally,
86.9% of all people with undiagnosed diabetes live in
low- and middle-income countries, home to four-fifths
of the world’s population. 5 Early diagnosis and the timely initiation of treatment
are crucial for individuals with diabetes to prevent
or delay complications, avoid premature death, 50 | IDF Diabetes Atlas 11th Edition - 2025 | diabetesatlas.org"
small-local-384,idf_en_undiagnosed,3,IDF_Diabetes_Atlas_11th_Edition_2025_WEB_p73_c183,not_relevant,,,unjudged,unjudged,deterministic certified source/page/section/anchor match,certified_anchor_oracle,not_relevant,IDF_Diabetes_Atlas_11th_Edition_2025_WEB.pdf,73,3.8 Type 1 diabetes estimates in children and adults,0.7661,"3.8 Type 1 diabetes estimates in children and adults Findings Previous editions of the IDF Diabetes Atlas were
restricted to children and adolescents living with
type 1 diabetes (T1D) and did not consider potential
changes in incidence and mortality in the interval
between the study dates of the respective individual
country data and publication dates of the Atlas. In 2024, there were an estimated 9.15 million
individuals worldwide living with diagnosed clinical
T1D, 17 with 22.3% (2.04 million) of these living in
low-income and lower-middle-income countries. Of this total population of 9.15 million, 1.81 million
(19.8%), were younger than 20 years, 6.28 million
(68.6%) were between 20 and 59 and 1.06 million
(11.8%) were 60 or older."
small-local-384,idf_en_undiagnosed,4,IDF_Diabetes_Atlas_11th_Edition_2025_WEB_p57_c148,not_relevant,,,unjudged,unjudged,deterministic certified source/page/section/anchor match,certified_anchor_oracle,not_relevant,IDF_Diabetes_Atlas_11th_Edition_2025_WEB.pdf,57,3.3 Undiagnosed diabetes,0.7586,"Map 3.4 Proportion of adults (20–79 years) with undiagnosed diabetes by country in 2024.

<24%

35-<45%

45-<55%

55-<64%
≥ 65%
No estimates

Table 3.11 Top 10 countries with the largest number of adults (20–79 years) with undiagnosed
diabetes in 2024.

52 | IDF Diabetes Atlas 11th Edition - 2025 | diabetesatlas.org"
small-local-384,idf_en_undiagnosed,5,IDF_Diabetes_Atlas_11th_Edition_2025_WEB_p46_c118,relevant,,,unjudged,unjudged,deterministic certified source/page/section/anchor match,certified_anchor_oracle,relevant,IDF_Diabetes_Atlas_11th_Edition_2025_WEB.pdf,46,Key messages:,0.7569,"Key messages:

An estimated 589 million adults aged 20–79 years
are living with diabetes. This represents 11.1% of
the world’s population in this age group.

The total number of adults living with diabetes is
predicted to rise to 853 million (13%) by 2050.

An estimated 252 million adults living with diabetes
are unaware they have the condition.

One in four adults (158 million) living with diabetes
are aged over 65.

An estimated 635 million adults aged 20–79 years
are living with impaired glucose tolerance (12%).

Over USD 1 trillion was spent on diabetes in 2024.
This represents 12% of global health expenditure.

Over 3.4 million people died as a result of diabetes
in 2024. This corresponds to 9.3% of global deaths
from all causes.

An estimated 9.1 million people are living with type
1 diabetes. The majority (69%) are aged 20-59.

An estimated 1 in 5 live births (23 million) are
affected by some form of hyperglycaemia
in pregnancy.

IDF Diabetes Atlas 11th Edition - 2025 | diabetesatlas.org | 41
IDF Diabetes Atlas 11th Edition - 2025 | diabetesatlas.org | 41"
small-local-384,idf_ar_expenditure,1,IDF_Diabetes_Atlas_11th_Edition_2025_WEB_p66_c169,not_relevant,,,unjudged,unjudged,deterministic certified source/page/section/anchor match,certified_anchor_oracle,not_relevant,IDF_Diabetes_Atlas_11th_Edition_2025_WEB.pdf,66,"In 2024, the total global
diabetes-related health
expenditure exceeded
one trillion USD for the
first time.",0.8372,"Figure 3.7 Total diabetes-related health expenditure for adults (20–79 years) with diabetes from
2006 to 2050. 1200 1000 800 USD billion 600 400 200 0 2006
2009
2011
2013
2015
2017
2019
2021
2024
2050 Year Regional distribution Expenditure due to diabetes has a substantial
impact on total health expenditure worldwide,
representing 11.9% of total global health spending.
In the SACA Region, an average of 22.4% of the
total health expenditure was due to diabetes, the
highest percentage of the IDF Regions, followed by
17.0% in the MENA Region. The lowest percentage
of health expenditure due to diabetes was
observed in the EUR Region (8.8%) (Figure 3.10)."
small-local-384,idf_ar_expenditure,2,IDF_Diabetes_Atlas_11th_Edition_2025_WEB_p65_c168,not_relevant,,,unjudged,unjudged,deterministic certified source/page/section/anchor match,certified_anchor_oracle,not_relevant,IDF_Diabetes_Atlas_11th_Edition_2025_WEB.pdf,65,3.7 The economic impact of diabetes,0.8236,"This represents a 338% increase over 17 years. Part
of this increase can be attributed to improved data
quality. The direct costs of diabetes are expected to
continue to grow. IDF estimates that total diabetes-
related health expenditure will reach USD 1.043
trillion by 2050. This projection is conservative as
it considers only population size, ageing, changes
in sex distribution and urbanisation and assumes
that age and sex-specific diabetes prevalence and
diabetes-related expenditure remain constant. 60 | IDF Diabetes Atlas 11th Edition - 2025 | diabetesatlas.org"
small-local-384,idf_ar_expenditure,3,IDF_Diabetes_Atlas_11th_Edition_2025_WEB_p71_c180,not_relevant,,,unjudged,unjudged,deterministic certified source/page/section/anchor match,certified_anchor_oracle,not_relevant,IDF_Diabetes_Atlas_11th_Edition_2025_WEB.pdf,71,"Map 3.8 Total diabetes-related health expenditure (USD) by country for adults (20–79 years) with
diabetes in 2024.",0.8201,"Map 3.8 Total diabetes-related health expenditure (USD) by country for adults (20–79 years) with
diabetes in 2024.

<50 million

10-<50 million

50-<200 million

200 million-<1 billion
≥ 1 billion

No estimates

Map 3.9 Diabetes-related health expenditure (USD) by country per adult (20–79 years) with
diabetes in 2024.

<250

250-<500

500-<1,000

1,000-<2,000

2,000-<5,000
≥ 5,000
No estimates

66 | IDF Diabetes Atlas 11th Edition - 2025 | diabetesatlas.org"
small-local-384,idf_ar_expenditure,4,IDF_Diabetes_Atlas_11th_Edition_2025_WEB_p48_c122,not_relevant,,,unjudged,unjudged,deterministic certified source/page/section/anchor match,certified_anchor_oracle,not_relevant,IDF_Diabetes_Atlas_11th_Edition_2025_WEB.pdf,48,3.1 Diabetes prevalence in 2024 and projection to 2050 (20–79 years),0.7958,"| At a glance |  | 2024 | 2050 |
| --- | --- | --- | --- |
| World Population Total Adults (20-79 years) |  | 8.1 billion 5.3 billion | 9.7 billion 6.6 billion |
| All diabetes (20–79 years) Number of people with diabetes Prevalencei Number of deaths attributed to diabetes Total health expenditure due to diabetesii (2024 USD) |  | 588.7 million 11.1% 3.4 million 1.015 trillion | 852.5 million 13.0% - 1.043 trillion |
| Type 1 diabetes Number of people with type 1 diabetes (all age groups) Number of people with type 1 diabetes (>20 years) |  | 9.2 million 1.8 million |  |
| Intermediate Hyperglycaemia Impaired glucose tolerance (20–79 years) Number of people Prevalencei Impaired fasting glucose (20–79 years) Number of people with impaired fasting glucose Prevalencei |  | 634.8 million 12.0% 487.7 million 9.2% | 846.5 million 12.9% 647.5 million 9.8% |
| Hyperglycaemia in pregnancy (20–49 years) Number of live births affected Proportion of live births affected |  | 23 million 19.7% |  |"
small-local-384,idf_ar_expenditure,5,IDF_Diabetes_Atlas_11th_Edition_2025_WEB_p1_c0,not_relevant,,,unjudged,unjudged,deterministic certified source/page/section/anchor match,certified_anchor_oracle,not_relevant,IDF_Diabetes_Atlas_11th_Edition_2025_WEB.pdf,1,"11th Edition | 2025
Diabetes Atlas",0.7903,"11th Edition | 2025
Diabetes Atlas

589

million

people worldwide

have diabetes"
small-local-384,idf_en_regions,1,IDF_Diabetes_Atlas_11th_Edition_2025_WEB_p117_c290,not_relevant,,,unjudged,unjudged,deterministic certified source/page/section/anchor match,certified_anchor_oracle,not_relevant,IDF_Diabetes_Atlas_11th_Edition_2025_WEB.pdf,117,"Country summary in IDF South and Central America Region
2024",0.8364,"Country summary in IDF South and Central America Region
2024

South and Central America

112 | IDF Diabetes Atlas 11th Edition - 2025 | diabetesatlas.org"
small-local-384,idf_en_regions,2,IDF_Diabetes_Atlas_11th_Edition_2025_WEB_p119_c294,not_relevant,,,unjudged,unjudged,deterministic certified source/page/section/anchor match,certified_anchor_oracle,not_relevant,IDF_Diabetes_Atlas_11th_Edition_2025_WEB.pdf,119,"Country summary in IDF South-East Asia Region
2024",0.8329,"Country summary in IDF South-East Asia Region
2024

South-East Asia

114 | IDF Diabetes Atlas 11th Edition - 2025 | diabetesatlas.org"
small-local-384,idf_en_regions,3,IDF_Diabetes_Atlas_11th_Edition_2025_WEB_p109_c274,not_relevant,,,unjudged,unjudged,deterministic certified source/page/section/anchor match,certified_anchor_oracle,not_relevant,IDF_Diabetes_Atlas_11th_Edition_2025_WEB.pdf,109,"Country summary in IDF Europe Region
2024",0.8248,"Country summary in IDF Europe Region
2024

Europe

104 | IDF Diabetes Atlas 11th Edition - 2025 | diabetesatlas.org"
small-local-384,idf_en_regions,4,IDF_Diabetes_Atlas_11th_Edition_2025_WEB_p32_c84,not_relevant,,,unjudged,unjudged,deterministic certified source/page/section/anchor match,certified_anchor_oracle,not_relevant,IDF_Diabetes_Atlas_11th_Edition_2025_WEB.pdf,32,Key messages:,0.8211,"Key messages:

246 data sources from 153 countries were selected
to estimate diabetes prevalence for the current IDF
Diabetes Atlas.

Data sources come from countries which comprise
over 93% of the global population.

Other sources, such as registries, have also been
included, but only after rigorous scrutiny of their
quality, just as for the peer-reviewed publications.

Future projections have been calculated using the
United Nations population predictions and degree
of urbanisation. These predictions only take into
account changes in the distribution of age, sex
and urban/rural residence ratio.

IDF Diabetes Atlas 11th Edition - 2025 | diabetesatlas.org | 27"
small-local-384,idf_en_regions,5,IDF_Diabetes_Atlas_11th_Edition_2025_WEB_p9_c17,not_relevant,,,unjudged,unjudged,deterministic certified source/page/section/anchor match,certified_anchor_oracle,not_relevant,IDF_Diabetes_Atlas_11th_Edition_2025_WEB.pdf,9,"Foreword by the IDF Diabetes
Atlas Chairs",0.8205,"Foreword by the IDF Diabetes
Atlas Chairs span for the estimate of numbers of persons globally
with diabetes, ranging from approximately 500 to
800 million in 2021-2024. Along this range, the GBD
and IDF estimates fall close to 500 million, while the
NCD-RisC estimate is at the upper end of the range.
A critical examination of differing methodologies
is needed to better inform healthcare planning
regarding the magnitude of the diabetes problem. It gives us great pleasure to present to you the 11th
Edition of the IDF Diabetes Atlas. The IDF Atlas has now been in production for over two
decades and delivers valuable and realistic summary
data on the state of diabetes for each nation and the
world population. Initially designed as a data resource
for individual countries and to advance the interests of
global health, it has since evolved and demonstrated
itself to be a valuable advocacy tool as well. In this edition, 62 out of 215 countries or territories (29%) lack in-country data. While this is an improvement on previous editions, it is still grossly inadequate, and data from Africa is still worryingly sparse. It should be noted that many older studies"
small-local-384,who_ar_recommendation_count,1,WHO_recommendations_on_care_for_women_wi_p3_c1,not_relevant,,,unjudged,unjudged,deterministic certified source/page/section/anchor match,certified_anchor_oracle,not_relevant,WHO recommendations on care for women with diabetes during pregnancy.pdf,3,,0.8101,"WHO recommendations on
care for women with diabetes

during pregnancy"
small-local-384,who_ar_recommendation_count,2,WHO_recommendations_on_care_for_women_wi_p1_c0,not_relevant,,,unjudged,unjudged,deterministic certified source/page/section/anchor match,certified_anchor_oracle,not_relevant,WHO recommendations on care for women with diabetes during pregnancy.pdf,1,,0.8101,"WHO recommendations on
care for women with diabetes

during pregnancy"
small-local-384,who_ar_recommendation_count,3,WHO_recommendations_on_care_for_women_wi_p72_c189,not_relevant,,,unjudged,unjudged,deterministic certified source/page/section/anchor match,certified_anchor_oracle,not_relevant,WHO recommendations on care for women with diabetes during pregnancy.pdf,72,"Annex 3.
Summary and management
of declared interests from
GDG members",0.804,"WHO recommendations on care for women with diabetes during pregnancy

56"
small-local-384,who_ar_recommendation_count,4,WHO_recommendations_on_care_for_women_wi_p22_c47,not_relevant,,,unjudged,unjudged,deterministic certified source/page/section/anchor match,certified_anchor_oracle,not_relevant,WHO recommendations on care for women with diabetes during pregnancy.pdf,22,"2.2.2 Evidence on values, resource use and cost–effectiveness, equity and
human rights, acceptability and feasibility",0.7928,"WHO recommendations on care for women with diabetes during pregnancy 2.2 Evidence identification and retrieval Evidence to support the development of the guideline recommendations was derived from several sources by the systematic review teams working in collaboration with the WHO Steering Group. 2.2.1 Evidence on effectiveness To inform the development of the recommendations, WHO commissioned a set of three de novo systematic reviews on the management of diabetes during pregnancy, one of which covered nine priority questions. External groups of systematic reviewers were asked to prepare review protocols with clear PICO questions and criteria for identification of studies, including search strategies for different bibliographic databases, methods for assessing risk of bias and a data analysis plan (19–21). The WHO Steering Group and the guideline methodologists reviewed and endorsed the protocols before the systematic reviews were conducted. The search strategies employed to identify the studies and the specific criteria for inclusion and exclusion of studies are described in the individual systematic reviews. Studies from low-, middle- and high-"
small-local-384,who_ar_recommendation_count,5,WHO_recommendations_on_care_for_women_wi_p27_c61,relevant,,,unjudged,unjudged,deterministic certified source/page/section/anchor match,certified_anchor_oracle,relevant,WHO recommendations on care for women with diabetes during pregnancy.pdf,27,3,0.7846,"3 Recommendations
and supporting
evidence The GDG issued 27 recommendations – four on care for all women with diabetes (type 1, type 2 or gestational) during pregnancy, six on glucose monitoring, two on pharmacological treatment for pregnant women with type 1 diabetes, four on pharmacological treatment for pregnant women with type 2 diabetes and two on pharmacological treatment for women with GDM, and nine on additional monitoring and assessments. This section outlines the recommendations corresponding to the priority questions. To ensure that the recommendations are correctly understood and appropriately implemented in 11 practice, additional ‘remarks’ reflecting the summary of the discussions by the GDG are included. The recommendations should be applied in conjunction with the implementation considerations. The EtD frameworks – presenting the available effectiveness evidence, the balance between the desirable and undesirable effects, values of stakeholders, resource requirements, cost–effectiveness, acceptability, feasibility and equity, and human rights that were considered in formulating each recommendation – are presented separately in the web annexes to this guideline."
small-local-384,who_en_monitoring_scope,1,WHO_recommendations_on_care_for_women_wi_p34_c85,not_relevant,,,unjudged,unjudged,deterministic certified source/page/section/anchor match,certified_anchor_oracle,not_relevant,WHO recommendations on care for women with diabetes during pregnancy.pdf,34,"3.1.2
Glucose monitoring",0.8683,"and limited empirical evidence on the harms and benefits of different modes of glucose monitoring during pregnancy, these recommendations provide guidance on the appropriate mode of monitoring for the different types of diabetes."
small-local-384,who_en_monitoring_scope,2,WHO_recommendations_on_care_for_women_wi_p61_c162,not_relevant,,,unjudged,unjudged,deterministic certified source/page/section/anchor match,certified_anchor_oracle,not_relevant,WHO recommendations on care for women with diabetes during pregnancy.pdf,61,References,0.8268,"19.
Burk J, Sweeting A. The impact of self-monitoring of blood glucose and continuous glucose monitoring on perinatal and health
system outcomes in individuals with diabetes in pregnancy: a systematic review and meta-analysis. PROSPERO. 2024;https://
www.crd.york.ac.uk/PROSPERO/view/CRD42024594987. 20.
Hurley A, Makama M, Vogel J, Sultana S. Antepartum fetal monitoring in diabetic and high-risk women: A systematic review.
PROSPERO. 2024;https://www.crd.york.ac.uk/PROSPERO/view/CRD42024557435. 21.
Villanueva G, Cogo E, Sguassero Y, Buckley B, Probyn K, Bergman H, et al. Diabetes management during pregnancy. PROSPERO.
2025;https://www.crd.york.ac.uk/PROSPERO/view/CRD42025630036. 22.
Weibel S, Popp M, Reis S, Skoetz N, Garner P, Sydenham E. Identifying and managing problematic trials: A research integrity
assessment tool for randomized controlled trials in evidence synthesis. Res Synth Methods. 2023;14(3):357–69. doi: https://doi.
org/10.1002/jrsm.1599."
