run_id,case_id,rank,chunk_id,relevance,reviewer_a,reviewer_b,reviewer_a_label,reviewer_b_label,rationale,suggested_relevance,document_name,page_number,section_title,score,text
small-local-384,idf_en_regions,5,IDF_Diabetes_Atlas_11th_Edition_2025_WEB_p9_c17,unjudged,,,unjudged,unjudged,,not_relevant,IDF_Diabetes_Atlas_11th_Edition_2025_WEB.pdf,9,"Foreword by the IDF Diabetes
Atlas Chairs",0.8205,"Foreword by the IDF Diabetes
Atlas Chairs span for the estimate of numbers of persons globally
with diabetes, ranging from approximately 500 to
800 million in 2021-2024. Along this range, the GBD
and IDF estimates fall close to 500 million, while the
NCD-RisC estimate is at the upper end of the range.
A critical examination of differing methodologies
is needed to better inform healthcare planning
regarding the magnitude of the diabetes problem. It gives us great pleasure to present to you the 11th
Edition of the IDF Diabetes Atlas. The IDF Atlas has now been in production for over two
decades and delivers valuable and realistic summary
data on the state of diabetes for each nation and the
world population. Initially designed as a data resource
for individual countries and to advance the interests of
global health, it has since evolved and demonstrated
itself to be a valuable advocacy tool as well. In this edition, 62 out of 215 countries or territories (29%) lack in-country data. While this is an improvement on previous editions, it is still grossly inadequate, and data from Africa is still worryingly sparse. It should be noted that many older studies"
small-local-384,who_ar_recommendation_count,1,WHO_recommendations_on_care_for_women_wi_p3_c1,unjudged,,,unjudged,unjudged,,not_relevant,WHO recommendations on care for women with diabetes during pregnancy.pdf,3,,0.8101,"WHO recommendations on
care for women with diabetes

during pregnancy"
small-local-384,who_ar_recommendation_count,2,WHO_recommendations_on_care_for_women_wi_p1_c0,unjudged,,,unjudged,unjudged,,not_relevant,WHO recommendations on care for women with diabetes during pregnancy.pdf,1,,0.8101,"WHO recommendations on
care for women with diabetes

during pregnancy"
small-local-384,who_ar_recommendation_count,3,WHO_recommendations_on_care_for_women_wi_p72_c189,unjudged,,,unjudged,unjudged,,not_relevant,WHO recommendations on care for women with diabetes during pregnancy.pdf,72,"Annex 3.
Summary and management
of declared interests from
GDG members",0.804,"WHO recommendations on care for women with diabetes during pregnancy

56"
small-local-384,who_ar_recommendation_count,4,WHO_recommendations_on_care_for_women_wi_p22_c47,unjudged,,,unjudged,unjudged,,not_relevant,WHO recommendations on care for women with diabetes during pregnancy.pdf,22,"2.2.2 Evidence on values, resource use and cost–effectiveness, equity and
human rights, acceptability and feasibility",0.7928,"WHO recommendations on care for women with diabetes during pregnancy 2.2 Evidence identification and retrieval Evidence to support the development of the guideline recommendations was derived from several sources by the systematic review teams working in collaboration with the WHO Steering Group. 2.2.1 Evidence on effectiveness To inform the development of the recommendations, WHO commissioned a set of three de novo systematic reviews on the management of diabetes during pregnancy, one of which covered nine priority questions. External groups of systematic reviewers were asked to prepare review protocols with clear PICO questions and criteria for identification of studies, including search strategies for different bibliographic databases, methods for assessing risk of bias and a data analysis plan (19–21). The WHO Steering Group and the guideline methodologists reviewed and endorsed the protocols before the systematic reviews were conducted. The search strategies employed to identify the studies and the specific criteria for inclusion and exclusion of studies are described in the individual systematic reviews. Studies from low-, middle- and high-"
small-local-384,who_ar_recommendation_count,5,WHO_recommendations_on_care_for_women_wi_p27_c61,unjudged,,,unjudged,unjudged,,relevant,WHO recommendations on care for women with diabetes during pregnancy.pdf,27,3,0.7846,"3 Recommendations
and supporting
evidence The GDG issued 27 recommendations – four on care for all women with diabetes (type 1, type 2 or gestational) during pregnancy, six on glucose monitoring, two on pharmacological treatment for pregnant women with type 1 diabetes, four on pharmacological treatment for pregnant women with type 2 diabetes and two on pharmacological treatment for women with GDM, and nine on additional monitoring and assessments. This section outlines the recommendations corresponding to the priority questions. To ensure that the recommendations are correctly understood and appropriately implemented in 11 practice, additional ‘remarks’ reflecting the summary of the discussions by the GDG are included. The recommendations should be applied in conjunction with the implementation considerations. The EtD frameworks – presenting the available effectiveness evidence, the balance between the desirable and undesirable effects, values of stakeholders, resource requirements, cost–effectiveness, acceptability, feasibility and equity, and human rights that were considered in formulating each recommendation – are presented separately in the web annexes to this guideline."
small-local-384,who_en_monitoring_scope,1,WHO_recommendations_on_care_for_women_wi_p34_c85,unjudged,,,unjudged,unjudged,,not_relevant,WHO recommendations on care for women with diabetes during pregnancy.pdf,34,"3.1.2
Glucose monitoring",0.8683,"and limited empirical evidence on the harms and benefits of different modes of glucose monitoring during pregnancy, these recommendations provide guidance on the appropriate mode of monitoring for the different types of diabetes."
small-local-384,who_en_monitoring_scope,2,WHO_recommendations_on_care_for_women_wi_p61_c162,unjudged,,,unjudged,unjudged,,not_relevant,WHO recommendations on care for women with diabetes during pregnancy.pdf,61,References,0.8268,"19.
Burk J, Sweeting A. The impact of self-monitoring of blood glucose and continuous glucose monitoring on perinatal and health
system outcomes in individuals with diabetes in pregnancy: a systematic review and meta-analysis. PROSPERO. 2024;https://
www.crd.york.ac.uk/PROSPERO/view/CRD42024594987. 20.
Hurley A, Makama M, Vogel J, Sultana S. Antepartum fetal monitoring in diabetic and high-risk women: A systematic review.
PROSPERO. 2024;https://www.crd.york.ac.uk/PROSPERO/view/CRD42024557435. 21.
Villanueva G, Cogo E, Sguassero Y, Buckley B, Probyn K, Bergman H, et al. Diabetes management during pregnancy. PROSPERO.
2025;https://www.crd.york.ac.uk/PROSPERO/view/CRD42025630036. 22.
Weibel S, Popp M, Reis S, Skoetz N, Garner P, Sydenham E. Identifying and managing problematic trials: A research integrity
assessment tool for randomized controlled trials in evidence synthesis. Res Synth Methods. 2023;14(3):357–69. doi: https://doi.
org/10.1002/jrsm.1599."
small-local-384,who_en_monitoring_scope,3,WHO_recommendations_on_care_for_women_wi_p36_c89,unjudged,,,unjudged,unjudged,,not_relevant,WHO recommendations on care for women with diabetes during pregnancy.pdf,36,"3.1.2
Glucose monitoring",0.8215,"WHO recommendations on care for women with diabetes during pregnancy •
Although findings vary, some women with GDM find blood glucose monitoring to be a useful way of managing their condition without the use of insulin ( moderate confidence ) (37). However, some women with GDM find blood glucose monitoring to be time consuming and socially isolating ( moderate confidence ) (33), with some expressing concern about the associated pain and potential bleeding ( moderate confidence ) (33, 35). In addition, for women unused to the routine of blood glucose monitoring, there was a tendency to forget to test at regular intervals ( moderate confidence ) (38). The use of smartphone apps or health centre reminders sometimes negated this problem ( low confidence ) (38). Feasibility •
While the QES found no direct evidence regarding the feasibility of different monitoring systems from the perspective of health-care providers (16), indirect evidence suggests that some may require additional training to better understand the management of diabetes during pregnancy ( moderate confidence ) and that some find guidelines and protocols for diabetes management (including monitoring) during"
small-local-384,who_en_monitoring_scope,4,WHO_recommendations_on_care_for_women_wi_p34_c84,unjudged,,,unjudged,unjudged,,not_relevant,WHO recommendations on care for women with diabetes during pregnancy.pdf,34,"3.1.2
Glucose monitoring",0.8088,"•
Indirect evidence from the same review (16) suggests that some health-care providers would like more 18 specialized training to better understand diabetes management during pregnancy ( moderate confidence ). 3.1.2
Glucose monitoring Mode of glucose monitoring Recommendations 5
For pregnant women with type 1, type 2 or gestational diabetes, recommend SMBG in addition to routine care, where feasible. 6
For pregnant women with type 1 diabetes, recommend the use of a CGM system, where feasible. 7
For pregnant women with type 2 or gestational diabetes, do not routinely recommend use of a CGM system. Rationale •
Regular monitoring of blood glucose levels, and recognizing when they are low or high, is crucial to managing diabetes during pregnancy and preventing complications. Women using insulin or other glucose-lowering agents require more frequent monitoring. •
The GDG noted that SMBG has been standard care for people with type 1 diabetes since the mid- to late- 1980s and it is unethical not to offer it in this population. •
In the context of potential harm to the developing baby from both hypoglycaemia and hyperglycaemia"
